visitor_id,visit_date,variant,clicked,converted,revenue,device,traffic_source
VIS-010441,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-029306,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-039613,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-007306,2026-01-05,New Landing Page,1,0,0.0,Mobile,Organic
VIS-000706,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-014037,2026-01-05,New Landing Page,1,1,153.05,Mobile,Paid Search
VIS-035174,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-043637,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-046037,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-029258,2026-01-05,Old Landing Page,0,0,0.0,Tablet,Social
VIS-000082,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-043606,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-049883,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-010789,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-012158,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-021567,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-036899,2026-01-05,Old Landing Page,1,1,46.3,Tablet,Email
VIS-042679,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-014025,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-043629,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-032966,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-029281,2026-01-05,New Landing Page,0,0,0.0,Tablet,Email
VIS-049151,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-034498,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-027536,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-042799,2026-01-05,Old Landing Page,1,1,120.66,Mobile,Organic
VIS-029315,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-042310,2026-01-05,Old Landing Page,0,0,0.0,Tablet,Email
VIS-017078,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-034473,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-017974,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-010477,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-042711,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-017875,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-043703,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-045969,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-014107,2026-01-05,New Landing Page,0,0,0.0,Tablet,Social
VIS-017062,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-032874,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Email
VIS-029380,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-024268,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-012112,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-029355,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-021521,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-000058,2026-01-05,Old Landing Page,1,1,69.08,Mobile,Organic
VIS-036880,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-042326,2026-01-05,New Landing Page,0,0,0.0,Desktop,Email
VIS-010486,2026-01-05,New Landing Page,0,0,0.0,Tablet,Email
VIS-037255,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-049899,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-049902,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-014073,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-003297,2026-01-05,Old Landing Page,0,0,0.0,Tablet,Social
VIS-022664,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-002317,2026-01-05,Old Landing Page,1,0,0.0,Mobile,Social
VIS-036869,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-022669,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-024235,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-012135,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-027451,2026-01-05,Old Landing Page,1,1,61.56,Desktop,Social
VIS-005960,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-042394,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-017292,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-010179,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-012463,2026-01-05,New Landing Page,1,0,0.0,Desktop,Organic
VIS-022140,2026-01-05,New Landing Page,0,0,0.0,Tablet,Organic
VIS-002670,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-043208,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-023217,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-010281,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-017719,2026-01-05,New Landing Page,0,0,0.0,Mobile,Email
VIS-013080,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-022123,2026-01-05,Old Landing Page,1,0,0.0,Mobile,Paid Search
VIS-023586,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-002552,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-034788,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-028213,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-007393,2026-01-05,Old Landing Page,1,0,0.0,Mobile,Social
VIS-034798,2026-01-05,New Landing Page,1,1,35.15,Tablet,Email
VIS-002562,2026-01-05,New Landing Page,1,1,143.96,Desktop,Organic
VIS-042977,2026-01-05,Old Landing Page,0,0,0.0,Tablet,Organic
VIS-010389,2026-01-05,New Landing Page,0,0,0.0,Mobile,Email
VIS-034777,2026-01-05,New Landing Page,0,0,0.0,Desktop,Email
VIS-000348,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-034765,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-022164,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-003007,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-028765,2026-01-05,New Landing Page,1,0,0.0,Desktop,Paid Search
VIS-033766,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-034611,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Social
VIS-043181,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-041146,2026-01-05,New Landing Page,1,1,131.83,Desktop,Social
VIS-034070,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-037197,2026-01-05,New Landing Page,0,0,0.0,Desktop,Email
VIS-043186,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-010532,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-028006,2026-01-05,Old Landing Page,1,1,189.42,Desktop,Organic
VIS-049562,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Email
VIS-002565,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-022178,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-000386,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-022113,2026-01-05,New Landing Page,0,0,0.0,Desktop,Email
VIS-012442,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Email
VIS-007395,2026-01-05,Old Landing Page,0,0,0.0,Tablet,Paid Search
VIS-027956,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-023630,2026-01-05,New Landing Page,1,1,32.23,Tablet,Organic
VIS-028559,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-017475,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-041161,2026-01-05,New Landing Page,0,0,0.0,Mobile,Email
VIS-042960,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Social
VIS-040927,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-017464,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-010258,2026-01-05,Old Landing Page,1,0,0.0,Mobile,Social
VIS-012425,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-022056,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-003054,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-023636,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-018315,2026-01-05,New Landing Page,0,0,0.0,Tablet,Email
VIS-005505,2026-01-05,New Landing Page,0,0,0.0,Tablet,Paid Search
VIS-049512,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-027975,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-049528,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-000200,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-007188,2026-01-05,Old Landing Page,0,0,0.0,Tablet,Organic
VIS-033651,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-033648,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-040994,2026-01-05,New Landing Page,1,0,0.0,Desktop,Email
VIS-039842,2026-01-05,Old Landing Page,1,1,107.6,Mobile,Paid Search
VIS-013065,2026-01-05,Old Landing Page,0,0,0.0,Tablet,Organic
VIS-037520,2026-01-05,Old Landing Page,0,0,0.0,Tablet,Social
VIS-034115,2026-01-05,New Landing Page,1,0,0.0,Desktop,Paid Search
VIS-028865,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-046917,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-013442,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-013061,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-013059,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-042620,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-046941,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-008636,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Email
VIS-033818,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-005664,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-000238,2026-01-05,New Landing Page,0,0,0.0,Tablet,Paid Search
VIS-013200,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Email
VIS-017682,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-046403,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-049644,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-049639,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Social
VIS-018166,2026-01-05,Old Landing Page,1,0,0.0,Desktop,Paid Search
VIS-028056,2026-01-05,New Landing Page,1,0,0.0,Mobile,Paid Search
VIS-028596,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-018230,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-028683,2026-01-05,Old Landing Page,1,0,0.0,Mobile,Organic
VIS-033927,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-028697,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-033914,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-028662,2026-01-05,New Landing Page,0,0,0.0,Mobile,Email
VIS-039332,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-002961,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-010345,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-028624,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-034037,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-043041,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-002952,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-042598,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-034019,2026-01-05,Old Landing Page,1,0,0.0,Desktop,Organic
VIS-023377,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-023380,2026-01-05,New Landing Page,0,0,0.0,Mobile,Email
VIS-034002,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Email
VIS-022356,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-039803,2026-01-05,Old Landing Page,0,0,0.0,Tablet,Email
VIS-041121,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-013132,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-005627,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-008337,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-017653,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-018281,2026-01-05,Old Landing Page,1,0,0.0,Desktop,Paid Search
VIS-028050,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Social
VIS-000302,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-023278,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-012496,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-007377,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-037376,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Email
VIS-002996,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-023492,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-010590,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-039823,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Social
VIS-049583,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-028152,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-023516,2026-01-05,Old Landing Page,0,0,0.0,Tablet,Social
VIS-005559,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-028163,2026-01-05,Old Landing Page,1,1,58.88,Desktop,Email
VIS-028027,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-046891,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-034058,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-012518,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-033863,2026-01-05,Old Landing Page,1,0,0.0,Mobile,Paid Search
VIS-018266,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-010547,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-023460,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-046853,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-000307,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-043131,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-017611,2026-01-05,New Landing Page,1,0,0.0,Desktop,Social
VIS-043022,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-007365,2026-01-05,New Landing Page,1,0,0.0,Mobile,Paid Search
VIS-028034,2026-01-05,New Landing Page,1,0,0.0,Mobile,Social
VIS-013265,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-028033,2026-01-05,Old Landing Page,1,0,0.0,Mobile,Email
VIS-023477,2026-01-05,Old Landing Page,1,1,116.46,Mobile,Organic
VIS-033869,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-008319,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-006040,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-005576,2026-01-05,Old Landing Page,0,0,0.0,Tablet,Email
VIS-017458,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-023198,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Email
VIS-010624,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-035010,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Email
VIS-010514,2026-01-05,Old Landing Page,0,0,0.0,Tablet,Paid Search
VIS-021853,2026-01-05,New Landing Page,0,0,0.0,Tablet,Organic
VIS-029061,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-017314,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-005328,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-013731,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-028499,2026-01-05,New Landing Page,1,0,0.0,Tablet,Paid Search
VIS-017778,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-021834,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-033285,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-036994,2026-01-05,New Landing Page,1,1,67.84,Mobile,Organic
VIS-017303,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-029074,2026-01-05,Old Landing Page,0,0,0.0,Tablet,Paid Search
VIS-034550,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-035007,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-039904,2026-01-05,Old Landing Page,1,1,42.26,Mobile,Paid Search
VIS-028504,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Email
VIS-033347,2026-01-05,New Landing Page,0,0,0.0,Mobile,Email
VIS-037000,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Social
VIS-013646,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-023798,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-018456,2026-01-05,Old Landing Page,1,1,109.77,Mobile,Organic
VIS-042436,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-012324,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-034190,2026-01-05,New Landing Page,0,0,0.0,Tablet,Email
VIS-018459,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-008862,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-033367,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-023825,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-047010,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-013682,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-023112,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-021862,2026-01-05,New Landing Page,1,1,69.65,Mobile,Email
VIS-018478,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-046744,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-041084,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-003153,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-034256,2026-01-05,New Landing Page,1,1,98.92,Desktop,Organic
VIS-042402,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-007130,2026-01-05,Old Landing Page,1,0,0.0,Tablet,Paid Search
VIS-033213,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-036986,2026-01-05,Old Landing Page,1,0,0.0,Mobile,Email
VIS-029113,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-012274,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-012929,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-039919,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-033203,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-018042,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-028289,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Social
VIS-042398,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-049288,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-029117,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-021778,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-021820,2026-01-05,New Landing Page,1,1,275.91,Mobile,Email
VIS-018521,2026-01-05,Old Landing Page,0,0,0.0,Tablet,Social
VIS-039529,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-033250,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Email
VIS-013758,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-023073,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-000560,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-029078,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-002450,2026-01-05,New Landing Page,1,0,0.0,Desktop,Organic
VIS-034212,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-037389,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-008889,2026-01-05,Old Landing Page,1,0,0.0,Tablet,Email
VIS-023916,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-003160,2026-01-05,New Landing Page,0,0,0.0,Desktop,Email
VIS-039075,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-028277,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-012954,2026-01-05,New Landing Page,1,1,151.6,Desktop,Paid Search
VIS-003164,2026-01-05,New Landing Page,1,1,59.37,Desktop,Paid Search
VIS-018047,2026-01-05,Old Landing Page,1,0,0.0,Tablet,Organic
VIS-023117,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Email
VIS-005365,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-033409,2026-01-05,New Landing Page,0,0,0.0,Tablet,Paid Search
VIS-000183,2026-01-05,New Landing Page,0,0,0.0,Mobile,Social
VIS-013043,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-039223,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Email
VIS-003075,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-028940,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-023694,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-023696,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-003079,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-049444,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-017404,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-018357,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-005424,2026-01-05,New Landing Page,0,0,0.0,Mobile,Email
VIS-043302,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-034900,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-002888,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-027908,2026-01-05,New Landing Page,1,1,88.18,Desktop,Organic
VIS-010239,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Social
VIS-005445,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-033534,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-039241,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Email
VIS-039435,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Social
VIS-046493,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-002525,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Email
VIS-000441,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-028905,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-027920,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-005731,2026-01-05,New Landing Page,0,0,0.0,Desktop,Social
VIS-023656,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-042510,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-028914,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-037069,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
VIS-034860,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-010631,2026-01-05,New Landing Page,1,0,0.0,Desktop,Paid Search
VIS-010521,2026-01-05,New Landing Page,0,0,0.0,Mobile,Email
VIS-005446,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Email
VIS-006016,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-023174,2026-01-05,New Landing Page,1,1,38.15,Mobile,Paid Search
VIS-046971,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-008396,2026-01-05,New Landing Page,0,0,0.0,Tablet,Organic
VIS-037022,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-043357,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-010411,2026-01-05,Old Landing Page,1,0,0.0,Tablet,Social
VIS-037569,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Organic
VIS-000499,2026-01-05,New Landing Page,0,0,0.0,Mobile,Paid Search
VIS-017360,2026-01-05,New Landing Page,1,0,0.0,Mobile,Paid Search
VIS-034169,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-002485,2026-01-05,New Landing Page,1,0,0.0,Mobile,Paid Search
VIS-023771,2026-01-05,Old Landing Page,1,0,0.0,Desktop,Paid Search
VIS-041006,2026-01-05,New Landing Page,1,1,163.96,Tablet,Organic
VIS-012643,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-013627,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-039886,2026-01-05,New Landing Page,0,0,0.0,Desktop,Organic
VIS-017342,2026-01-05,Old Landing Page,1,1,158.71,Desktop,Organic
VIS-034162,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Organic
VIS-023764,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Email
VIS-013016,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-018416,2026-01-05,New Landing Page,0,0,0.0,Mobile,Email
VIS-002692,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-034154,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Email
VIS-037223,2026-01-05,New Landing Page,0,0,0.0,Mobile,Organic
VIS-046975,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Email
VIS-006160,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Paid Search
VIS-034927,2026-01-05,Old Landing Page,0,0,0.0,Mobile,Social
VIS-005406,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-007254,2026-01-05,Old Landing Page,0,0,0.0,Desktop,Paid Search
VIS-042467,2026-01-05,Old Landing Page,0,0,0.0,Tablet,Social
VIS-028540,2026-01-05,New Landing Page,0,0,0.0,Desktop,Paid Search
